64bwyta64	bwytaont
5621rhofio5621	rhofian nhw
5622codi5622	codir
5623gafael5623	gafaelych
5624adolygu5624	adolygasent
5625gwrthod5625	gwrthodai fo
5626sefyll5626	safaf
5627torri5627	torasent
5628teithio5628	teithiai fo
5629terfynu5629	terfynech chi
5630codi5630	codo
5631addysgu5631	addysgasem
5632llwyddo5632	llwydda i
5633plannu5633	planner
5634digwydd5634	digwyddwn i
5635cwyno5635	cwynech
5636gwenu5636	gwenasid
5637hoelio5637	hoeliasech
5638cysgu5638	cysgwyf
5639amau5639	amheuech
5640yfed5640	yfasech
5641stopio5641	stopiasoch
5642dodi5642	dodi
5643deall5643	dealla
5644darllen5644	darllenit
5645darllen5645	darllenaist
5646hoelio5646	hoelia
5647siafio5647	siafiaist
5648croesholi5648	croesholion ni
5649ffili5649	ffilaswn
5650ymarfer5650	ymarferais
5651croesholi5651	croesholian nhw
5652pweru5652	pwerwch chi
5653mynd5653	aethon ni
5654edliw5654	edliwient
5655llyfu5655	llyfem
5656cynnwys5656	cynhwyswn
5657torri5657	torrai fo
5658pweru5658	pweret ti
5659disgwyl5659	disgwyliwch
5660coginio5660	cogini di
5661lleoli5661	lleolir
5662bwyta5662	bwyteaist
5663cyrraedd5663	cyrhaedden nhw
5664cynnull5664	cynullwn
5665nyddu5665	nyddodd o
5666canu5666	canodd o
5667codi5667	codon ni
5668sefyll5668	saif
5669ceisio5669	ceisiom
5670lluddias5670	lluddir
5671ffurfio5671	ffurfia i
5672syrthio5672	syrthiaf
5673canlyn5673	canlynent
5674elwa5674	elwet ti
5675cynnau5675	cyneuasent
5676coelio5676	coelioch
5677agor5677	agorai fo
5678galluogi5678	galluogasai
5679elwa5679	elwan nhw
5680siafio5680	siafiasai
5681niweidio5681	niweidier
5682gwrthod5682	gwrthodais i
5683rhedeg5683	rhedych
5684canlyn5684	canlynwch
5685edliw5685	edliwiwyd
5686cysylltu5686	cysylltasem
5687gallu5687	gall
5688cynnau5688	cyneuais i
5689ennill5689	enillwch
5690teimlo5690	teimlant
5691coginio5691	coginian nhw
5692sylwebu5692	sylwebaf
5693croestorri5693	croestorrer
5694cymryd5694	cymerasit
5695galw5695	gelwir
5696lleoli5696	lleolwn
5697cofio5697	cofiant
5698golchi5698	golched
5699rhoi5699	rhoit
5700ffurfio5700	ffurfiom
5701ciledrych5701	ciledrychoch chi
5702yfed5702	yfit
5703swyno5703	swynasoch
5704croesi5704	croesid
5705gwlychu5705	gwlychasid
5706cynnau5706	cyneuwn
5707teithio5707	teithiwyf
5708hofran5708	hofranai fo
5709hedfan5709	hedfano
5710talu5710	teli
5711rhedeg5711	rhedoch chi
5712cynnull5712	cynullent
5713nyddu5713	nyddasech
5714aros5714	arhosen ni
5715taro5715	trawant
5716darllen5716	darllenech chi
5717danfon5717	danfonwch
5718smygu5718	smygwn
5719llosgi5719	llysg
5720poeni5720	poenwch
5721ffurfio5721	ffurfiasech
5722anfon5722	anfona
5723cysgu5723	cysgasit
5724canu5724	canwn i
5725rhegi5725	rhegasem
5726sylwi5726	sylwsid
5727darllen5727	darllenwch chi
5728agor5728	agorasent
5729cuddio5729	cudder
5730glawio5730	glawia
5731cynnig5731	cynigir
5732anghofio5732	anghofiech
5733croesholi5733	croesholaf
5734ciledrych5734	ciledrychon nhw
5735hedfan5735	hedfaned
5736canlyn5736	canlyned
5737rhodio5737	rhodient
5738gorchuddio5738	gorchuddiai fo
5739uno5739	una
5740teimlo5740	teimlasech
5741cynnwys5741	cynwysasoch
5742gwenu5742	gwenodd o
5743syrthio5743	syrthiwch
5744cloi5744	cloa i
5745methu5745	methith o
5746cynnau5746	cyneuech
5747coelio5747	coeliem
5748terfynu5748	terfynwn i
5749teithio5749	teithiem
5750prynu5750	prynwn
5751swyno5751	swynan nhw
5752canlyn5752	canlynais i
5753yfed5753	yfi
5754dileu5754	dileet ti
5755palu5755	palon nhw
5756dysgu5756	dysgedig
5757ymuno5757	ymunasai
5758meddwl5758	meddylien nhw
5759treisio5759	treisiaswn
5760pwyso5760	pwyso
5761dychwelyd5761	dychwelasid
5762croeshoelio5762	croeshoeliwch chi
5763gwylio5763	gwylid
5764hudo5764	hudir
5765teimlo5765	teimlwn
5766cerdded5766	cerdder
5767treisio5767	treisia i
5768llenydda5768	llenyddwch chi
5769deall5769	deall
5770tacluso5770	tacluswch
5771gafael5771	gafaelwn
5772talu5772	talom
5773hudo5773	hudech
5774smygu5774	smygem
5775achosi5775	achoson ni
5776gwylio5776	gwyliwn
5777amgyffred5777	amgyffredaswn
5778canu5778	canant
5779sgwrsio5779	sgwrsia
5780hedfan5780	hedfanech chi
5781ceisio5781	ceisiwn
5782terfynu5782	terfyni
5783gallu5783	gallaist ti
5784ysmygu5784	ysmygech chi
5785cofio5785	cofiasant
5786rhuthro5786	rhuthradwy
5787medru5787	medret ti
5788anfon5788	anfonant
5789plannu5789	plannodd o
5790coelio5790	coeliwn
5791colli5791	coller
5792talu5792	telwch
5793cilio5793	cilien ni
5794ciledrych5794	ciledrychwch
5795clymu5795	clymaf
5796achosi5796	achosith o
5797gofyn5797	gofynasit
5798cadw5798	cadwai fo
5799iro5799	iro
5800rhwystro5800	rhwystret ti
5801cenhedlu5801	cenhedlir
5802sylwebu5802	sylwebasoch
5803cuddio5803	cuddan nhw
5804canlyn5804	canlynai fo
5805cuddio5805	cuddem
5806agor5806	agorasem
5807galw5807	galw
5808llwyddo5808	llwyddith o
5809adolygu5809	adolygwn ni
5810crynu5810	crynych
5811diolch5811	diolchasom
5812gallu5812	gallaf
5813llosgi5813	llosgaf
5814medru5814	medri
5815sefyll5815	safir
5816anghofio5816	anghofiasom
5817ennill5817	enillasit
5818atal5818	etyl
5819dweud5819	dywedasent
5820ysgrifennu5820	ysgrifennodd
5821eistedd5821	eisteddasid
5822caru5822	ceraist
5823ymweld5823	ymwelem
5824coelio5824	coeliais
5825hudo5825	hudid
5826cysgu5826	cysgaist
5827talu5827	telych
5828coelio5828	coeliwch
5829ciledrych5829	ciledrychwch chi
5830ymarfer5830	ymarferedig
5831clymu5831	clymasid
5832sefyll5832	safaist ti
5833eistedd5833	eistedder
5834rhoi5834	rhoid
5835darllen5835	darllenen ni
5836marchogaeth5836	marchogych
5837plannu5837	plannech
5838arfer5838	arferych
5839rhegi5839	rhegan nhw
5840canoli5840	canola
5841yfed5841	yfasem
5842gwrthod5842	gwrthodwn
5843croesi5843	croesiasid
5844addo5844	addawith o
5845palu5845	palir
5846crynu5846	crynasid
5847iro5847	irych
5848teimlo5848	teimlwyf
5849credu5849	credi di
5850ysu5850	ysid
5851penderfynu5851	penderfynwch
5852sylwi5852	sylwech chi
5853lleihau5853	lleihau
5854ysu5854	ysem
5855ymddwyn5855	ymddygwch
5856darlunio5856	darlunien nhw
5857uno5857	unem
5858llenydda5858	llenyddwn
5859gallu5859	gall o
5860yfed5860	yfer
5861loncian5861	lonciasech
5862amnewid5862	amnewidoch chi
5863syrthio5863	syrthith o
5864rhofio5864	rhofio
5865cysgu5865	cysgith o
5866eistedd5866	eistedder
5867glawio5867	glawiet ti
5868torri5868	torrit
5869cynnull5869	cynullasom
5870disgyn5870	disgynent
5871cynnwys5871	cynwysasom
5872rhwygo5872	rhwygasid
5873dychwelyd5873	dychweledig
5874hudo5874	hudant
5875awgrymu5875	awgrymedig
5876taro5876	trawedig
5877croeshoelio5877	croeshoelian nhw
5878rhofio5878	rhofiwn
5879codi5879	codasent
5880cysgu5880	cysgom
5881claddu5881	claddu
5882gorchuddio5882	gorchuddiaswn
5883arwain5883	arwain
5884dileu5884	dileon nhw
5885poeni5885	poenir
5886sylwi5886	sylwsai
5887teimlo5887	teimlaist
5888pwyso5888	pwysom
5889ymolchi5889	ymolchasai
5890poeni5890	poenodd o
5891amnewid5891	amnewidan nhw
5892diolch5892	diolchasent
5893mwynhau5893	mwynhawyd
5894hofran5894	hofraner
5895talu5895	talais i
5896gwrthod5896	gwrthyd
5897cynnau5897	cyneuasit
5898danfon5898	danfonont
5899gorchuddio5899	gorchuddiwn
5900cysylltu5900	cysylltwch
5901coginio5901	coginiwch chi
5902cilio5902	ciliwch
5903dysgu5903	dysgen ni
5904amnewid5904	amnewiden nhw
5905eistedd5905	eisteddit
5906iro5906	ira
5907ysu5907	ysais i
5908disgyn5908	disgynasent
5909darlunio5909	darluniais i
5910deall5910	deallwn
5911tybio5911	tybiedig
5912crynu5912	crynant
5913gorffen5913	gorffennit
5914lladd5914	lladdedig
5915addo5915	addewech
5916dileu5916	dileais
5917glawio5917	glawien nhw
5918aros5918	arhosoch chi
5919clymu5919	clymasant
5920dysgu5920	dysgen nhw
5921ceisio5921	ceisien nhw
5922bwyta5922	bwytasid
5923canu5923	cenais
5924gorchuddio5924	gorchuddi di
5925stopio5925	stopiwch
5926cilio5926	cilient
5927peidio5927	peidiont
5928cilio5928	ciliem
5929gafael5929	gafaelwch
5930mwynhau5930	mwynhao
5931atal5931	ataliwn
5932achosi5932	achosen ni
5933adolygu5933	adolygai fo
5934croesholi5934	croesholasem
5935swyno5935	swyna
5936casáu5936	casasai
5937llenydda5937	llenyddont
5938pwyso5938	pwysai fo
5939gadael5939	gadawed
5940elwa5940	elwaist ti
5941croeshoelio5941	croeshoelit
5942deall5942	deallon ni
5943colli5943	collech
5944llyfu5944	llyfasit
5945lluddias5945	lluddiwyd
5946anafu5946	anafa i
5947treisio5947	treisioch chi
5948cyfrwyo5948	cyfrwyai fo
5949ceisio5949	ceisia
5950ymolchi5950	ymolcho
5951loncian5951	lonciwn
5952coginio5952	coginia
5953croestorri5953	croestorroch chi
5954rhofio5954	rhofiasent
5955prynu5955	prynen nhw
5956cusanu5956	cusanen ni
5957coginio5957	coginiodd o
5958dychwelyd5958	dychwelir
5959ciledrych5959	ciledrychaf
5960dodi5960	dodasem
5961dileu5961	dileed
5962cofio5962	cofid
5963cuddio5963	cuddasit
5964dodi5964	dodont
5965croesi5965	croeson ni
5966clymu5966	clymwn i
5967marchogaeth5967	marchogwn
5968hudo5968	hudem
5969atal5969	atalon ni
5970tybio5970	tybient
5971lleoli5971	lleolaf
5972dangos5972	dangoson ni
5973dangos5973	dangosant
5974cynnig5974	cynigiasid
5975difetha5975	difethasit
5976disgyn5976	disgynwn
5977llenydda5977	llenyddasai
5978croesholi5978	croesholasent
5979galluogi5979	galluogon ni
5980treisio5980	treisiech
5981amau5981	amheui
5982rhwygo5982	rhwygi di
5983hofran5983	hofranasant
5984plannu5984	plannwn
5985rhuthro5985	rhuthrych
5986darlunio5986	darluniont
5987amgyffred5987	amgyffredent
5988bwrw5988	bwriais
5989elwa5989	elwsit
5990croesholi5990	croesholiai fo
5991cyfrwyo5991	cyfrwyasech
5992uno5992	unom
5993nyddu5993	nyddet ti
5994cyfrwyo5994	cyfrwyon nhw
5995llosgi5995	llosgasom
5996coelio5996	coelient
5997cymryd5997	cymera
5998cerdded5998	cerddan nhw
5999dilyn5999	dilynasid
6000cynnig6000	cynigith o
6001gallu6001	gellwch
6002ennill6002	ennill
6003dychwelyd6003	dychwelai
6004gofyn6004	gofynedig
6005gweld6005	gwelwn
6006syrthio6006	syrthiodd
6007hedfan6007	hedfanwn
6008treisio6008	treisiant
6009cuddio6009	cuddoch chi
6010cynnwys6010	cynhwysom
6011ffurfio6011	ffurfion nhw
6012hofran6012	hofranid
6013clywed6013	clywi
6014rhwygo6014	rhwygwyd
6015addysgu6015	addysgan nhw
6016ceisio6016	ceisiwyd
6017canlyn6017	canlynaf
6018penderfynu6018	penderfynid
6019clymu6019	clymasem
6020tacluso6020	taclusedig
6021talu6021	talwn
6022anghofio6022	anghofiwyf
6023agor6023	agori
6024addo6024	addawsai
6025ystyried6025	ystyrio
6026ffili6026	ffilodd
6027casáu6027	casaent
6028condemnio6028	condemnien nhw
6029treisio6029	treisiwch
6030addysgu6030	addysgo
6031cerdded6031	cerddasit
6032pwyso6032	pwysais
6033ciledrych6033	ciledrycher
6034edliw6034	edliwi
6035medru6035	medrit
6036caru6036	carasid
6037agor6037	agorodd
6038golchi6038	golchont
6039disgyn6039	disgynech chi
6040gwerthu6040	gwerthasant
6041glawio6041	glawiwch
6042credu6042	credan nhw
6043amgyffred6043	amgyffredasoch
6044ymuno6044	ymunwch chi
6045arwain6045	arweiniasid
6046coelio6046	coelia i
6047rhedeg6047	rhedech chi
6048pweru6048	pwerodd o
6049gallu6049	gallwch chi
6050dodi6050	dodant
6051smygu6051	smyga
6052syrthio6052	syrthiwyf
6053gadael6053	gadawch
6054siafio6054	siafiedig
6055agor6055	agoron ni
6056marchogaeth6056	marchogont
6057gwerthu6057	gwerthit
6058annog6058	anogasai
6059gwrthod6059	gwrthoda
6060meddwl6060	meddyliant
6061canlyn6061	canlynedig
6062rhegi6062	rhegasoch
6063canu6063	canwch chi
6064sylwi6064	sylwo
6065arfer6065	arferwch
6066cilio6066	ciliech chi
6067pydru6067	pydraf
6068cyffwrdd6068	cyffyrddasit
6069teimlo6069	teimlid
6070golchi6070	golchasom
6071ceisio6071	ceisiai
6072cyfarfod6072	cyfarfyddwn
6073atal6073	atalai fo
6074dychwelyd6074	dychwelaist
6075tacluso6075	taclusais i
6076cadw6076	cadwasit
6077disgyn6077	disgynych
6078medru6078	medrais
6079condemnio6079	condemniaist ti
6080marchogaeth6080	marchogwn i
6081ymweld6081	ymwelaist
6082difetha6082	difethoch
6083ciledrych6083	ciledrychai
6084dodi6084	dododd
6085caledu6085	caledith o
6086tacluso6086	taclusech chi
6087eistedd6087	eisteddwch
6088llanw6088	llanwent
6089syrthio6089	syrthien ni
6090meddwl6090	meddyliem
6091darparu6091	darpar
6092penderfynu6092	penderfynaf
6093cusanu6093	cusanasant
6094stopio6094	stopiwch chi
6095medru6095	medrwn
6096hoelio6096	hoelioch chi
6097coginio6097	coginien ni
6098mynd6098	aethit
6099casáu6099	casaer
6100pwyso6100	pwyswn ni
6101hedfan6101	hedfanon ni
6102coginio6102	coginiom
6103gallu6103	gallwyd
6104siafio6104	siafiwch
6105gwenu6105	gwenont
6106awgrymu6106	awgrymed
6107rhofio6107	rhofiwch
6108darparu6108	darparaist ti
6109clymu6109	clymwyf
6110siafio6110	siafiasech
6111cloi6111	clowch
6112terfynu6112	terfynwch
6113prynu6113	prynasant
6114cyffwrdd6114	cyffyrddith o
6115penderfynu6115	penderfynit
6116eistedd6116	eistedda
6117ysgrifennu6117	ysgrifenasech
6118cusanu6118	cusaner
6119llosgi6119	llosgen nhw
6120cwyno6120	cwynasent
6121llanw6121	lleinw
6122mynd6122	elych
6123ymddwyn6123	ymddygid
6124danfon6124	danfonwn
6125syrthio6125	syrthiwyd
6126clywed6126	clywon ni
6127ennill6127	enillasai
6128terfynu6128	terfynasit
6129iro6129	irasech
6130clywed6130	clywed
6131arfer6131	arferodd o
6132cysgu6132	cysgasai
6133meddwl6133	meddyliech
6134uno6134	unwyf
6135adolygu6135	adolygoch
6136croestorri6136	croestorasant
6137llenydda6137	llenyddit
6138llyfu6138	llyfer
6139croesi6139	croesiwyf
6140cyrraedd6140	cyrhaeddir
6141amgyffred6141	amgyffredasech
6142bwyta6142	bwytao
6143dileu6143	dileo
6144awgrymu6144	awgrymaist
6145rhuthro6145	rhuthrais i
6146cusanu6146	cusanasech
6147lleoli6147	lleoli
6148crynu6148	crynwn
6149iro6149	irai fo
6150gwenu6150	gweni di
6151gallu6151	gallech
6152crynu6152	cryno
6153ymolchi6153	ymolchodd o
6154claddu6154	claddoch chi
6155pwyso6155	pwyset ti
6156gwlychu6156	gwlychwn ni
6157hudo6157	hudwyf
6158nyddu6158	nydda
6159cofio6159	cofia
6160amnewid6160	amnewida
6161cilio6161	cilia i
6162clymu6162	clymed
6163ymddwyn6163	ymddygais i
6164taro6164	trawsom
6165cynnwys6165	cynhwysi di
6166hofran6166	hofranasech
6167treisio6167	treisia
6168bwyta6168	bwytewch
6169gwylio6169	gwyliasem
6170ymlacio6170	ymlacia
6171hedfan6171	hedfanwn
6172rhodio6172	rhodiwch
6173treisio6173	treisith o
6174dodi6174	doden ni
6175disgwyl6175	disgwylien nhw
6176dychwelyd6176	dychwelom
6177siafio6177	siafiwn ni
6178cyffwrdd6178	cyffyrddwch
6179addo6179	addewi
6180meddwl6180	meddylier
6181disgyn6181	disgynon nhw
6182cyrraedd6182	cyrhaeddais
6183swyno6183	swynoch
6184annog6184	anogith o
6185iro6185	irant
6186agor6186	agorech chi
6187rhofio6187	rhofioch chi
6188cynnull6188	cynullem
6189awgrymu6189	awgrymai fo
6190addo6190	addawent
6191cyfieithu6191	cyfieithwn ni
6192danfon6192	danfono
6193cilio6193	cilia
6194darllen6194	darllener
6195syrthio6195	syrthiwn
6196aros6196	arhosai
6197cusanu6197	cusanoch chi
6198penderfynu6198	penderfynech
6199ysbrydoli6199	ysbrydolwyd
6200cilio6200	cilier
6201cloi6201	cloith o
6202adwthio6202	adwthion ni
6203loncian6203	lonciwn ni
6204ceisio6204	ceisiwch chi
6205bwyta6205	bwytaodd
6206difetha6206	difethasem
6207cofio6207	cofia i
6208anafu6208	anafith o
6209arfer6209	arferaswn
6210amau6210	ameuasem
6211llanw6211	llanw
6212atal6212	atalech chi
6213aros6213	arhoswch
6214clymu6214	clymych
6215sylwi6215	sylwai
6216rhwystro6216	rhwystrasem
6217sgwrsio6217	sgwrsit
6218clymu6218	clymwn
6219cnuchio6219	cnuchith o
6220rhofio6220	rhofiwn ni
6221addysgu6221	addysget ti
6222mwynhau6222	mwynhâi
6223cyfarfod6223	cyfarfyddem
6224dangos6224	dangoswyf
6225syrthio6225	syrthiant
6226rhedeg6226	rhedwn
6227uno6227	unai
6228addysgu6228	addysgych
6229gwlychu6229	gwlychasit
6230gweld6230	gwelais
6231gorffen6231	gorffennwyf
6232darlunio6232	darluniasid
6233adwthio6233	adwthiwn ni
6234rhofio6234	rhofient
6235tacluso6235	taclusaswn
6236arfer6236	arferwn
6237amgyffred6237	amgyffredwch
6238cuddio6238	cuddai
6239pweru6239	pweron ni
6240casáu6240	casasent
6241darlunio6241	darluniwyd
6242dileu6242	dilea
6243rhwystro6243	rhwystraist ti
6244ffili6244	ffiler
6245cyfrwyo6245	cyfrwya
6246ceisio6246	ceisier
6247llosgi6247	llosgith o
6248ffurfio6248	ffurfiant
6249sylwi6249	sylwi
6250rhoi6250	rhoddais i
6251dychwelyd6251	dychwelais i
6252cnuchio6252	cnuchiet ti
6253croeshoelio6253	croeshoelier
6254rhuthro6254	rhuthraf
6255rhuthro6255	rhuthroch
6256cofio6256	cofiwyd
6257lladd6257	lladdent
6258swyno6258	swynwch
6259llosgi6259	llosgant
6260aros6260	arosasech
6261yfed6261	yfwn
6262crynu6262	crynasai
6263sgwrsio6263	sgwrsiwn ni
6264cymryd6264	cymeret ti
6265terfynu6265	terfyno
6266pweru6266	pwerech chi
6267cofio6267	cofiech
6268deall6268	deallais
6269smygu6269	smygaist ti
6270pwyso6270	pwyso
6271agor6271	agoroch
6272tybio6272	tybio
6273ymarfer6273	ymarfer
6274caru6274	carasit
6275plannu6275	plannwch
6276edliw6276	edliwiwch
6277danfon6277	danfonai
6278dychwelyd6278	dychwel
6279meddwl6279	meddyliaf
6280llanw6280	llanwasai
6281peidio6281	peidiais
6282siarad6282	siaradai
6283addysgu6283	addysgech
6284cenhedlu6284	cenhedlid
6285lleoli6285	lleola
6286condemnio6286	condemnient
6287croeshoelio6287	croeshoeliwn
6288diolch6288	diolchech
6289digwydd6289	digwyddwn
6290canu6290	canon nhw
6291llenydda6291	llenydder
6292llosgi6292	llosgaist
6293iro6293	irais
6294ffurfio6294	ffurfiont
6295darllen6295	darllenais i
6296elwa6296	elwent
6297sgwrsio6297	sgwrsioch chi
6298cynnull6298	cynullech
6299danfon6299	danfonant
6300ymarfer6300	ymarferant
6301colli6301	coll
6302rhwygo6302	rhwygoch
6303hofran6303	hofranasit
6304diolch6304	diolchwn ni
6305pasio6305	pasioch chi
6306ymweld6306	ymwelasai
6307poeni6307	poenais i
6308cynnull6308	cynullith o
6309arfer6309	arferen ni
6310ymweld6310	ymwelent
6311edliw6311	edliwiem
6312gallu6312	gallodd
6313syrthio6313	syrthiasech
6314anafu6314	anafodd o
6315parhau6315	parhasent
6316rhoi6316	rhowch
6317parhau6317	parhaent
6318gorchuddio6318	gorchuddion ni
6319dangos6319	dangoser
6320casáu6320	casawn
6321rhodio6321	rhodid
6322talu6322	talasit
6323casáu6323	casaon nhw
6324gwerthu6324	gwerthwn
6325cusanu6325	cusanom
6326llanw6326	llanwant
6327cadw6327	cadwyd
6328dathlu6328	dathlen nhw
6329smygu6329	smyga
6330meddwl6330	meddyliech
6331casáu6331	casaed
6332lleoli6332	lleolant
6333marchogaeth6333	marchogwch chi
6334hedfan6334	hedfanwn
6335dilyn6335	dilynech
6336rhoi6336	rhoddwn i
6337cyfnewid6337	cyfnewidien ni
6338poeni6338	poenech chi
6339peidio6339	peidiasid
6340disgyn6340	disgynais
6341dodi6341	dodasid
6342ymuno6342	ymunych
6343gwerthu6343	gwerthwyf
6344llenydda6344	llenyddasant
6345anfon6345	anfonen ni
6346deall6346	dealla i
6347rhedeg6347	rhedoch
6348lleoli6348	lleolaist
6349codi6349	codent
6350clywed6350	clywon nhw
6351cysylltu6351	cysyllter
6352uno6352	uner
6353mwynhau6353	mwynhewch
6354claddu6354	claddych
6355gorffen6355	gorffennai
6356rhuthro6356	rhuthrith o
6357diolch6357	diolch
6358addo6358	addawyd
6359sylwebu6359	sylwebwn ni
6360cyfnewid6360	cyfnewidiwn ni
6361deall6361	deallwch
6362poeni6362	poenwn
6363swyno6363	swynech chi
6364amnewid6364	amnewidaist ti
6365cyrraedd6365	cyrhaeddwch chi
6366gorffen6366	gorffen
6367niweidio6367	niweidi
6368darparu6368	darparaist
6369crynu6369	crynu
6370iro6370	iraf
6371golchi6371	golchith o
6372rhwygo6372	rhwyget ti
6373amgyffred6373	amgyffredai
6374pydru6374	pydron ni
6375addysgu6375	addysger
6376uno6376	unwn
6377gweld6377	gwelwch
6378clywed6378	clywai
6379dychwelyd6379	dychwelant
6380digwydd6380	digwyddwch
6381ennill6381	enillodd
6382dysgu6382	dysgodd o
6383gwenu6383	gwenent
6384pwyso6384	pwyswch
6385ystyried6385	ystyriwch
6386rhofio6386	rhofiasid
6387llenydda6387	llenyddai
6388gorchuddio6388	gorchuddiaist ti
6389anghofio6389	anghofiont
6390danfon6390	danfonasom
6391anghofio6391	anghofiaist ti
6392ymuno6392	ymuno
6393arfer6393	arferais
6394loncian6394	lonciasem
6395ysmygu6395	ysmygasit
6396bwrw6396	bwriont
6397teimlo6397	teimlasoch
6398iro6398	irer
6399cyfarfod6399	cyfarfyddid
6400ciledrych6400	ciledrychen nhw
6401cynnig6401	cynigid
6402dileu6402	dileasoch
6403penderfynu6403	penderfynaist ti
6404pwyso6404	pwysen nhw
6405poeni6405	poeni
6406niweidio6406	niweidir
6407cyffwrdd6407	cyffyrddech chi
6408rhwystro6408	rhwystrwn
6409glawio6409	glawion nhw
6410gweld6410	gwelech
6411croesi6411	croesied
6412niweidio6412	niweidiasit
6413siafio6413	siafioch
6414swyno6414	swynwn i
6415hofran6415	hofraned
6416annog6416	anogid
6417diolch6417	diolchasoch
6418rhwygo6418	rhwyga
6419loncian6419	lonciwch chi
6420ymuno6420	ymunont
6421golchi6421	golchasem
6422llanw6422	llanwoch
6423swyno6423	swynom
6424mynd6424	elid
6425taro6425	trawem
6426niweidio6426	niweidiais
6427arwain6427	arweini di
6428golchi6428	golchwyf
6429hofran6429	hofranwn
6430smygu6430	smygasom
6431addo6431	addawsid
6432cymryd6432	cymerasant
6433teimlo6433	teimlon ni
6434braenu6434	braenoch chi
6435darlunio6435	darluniaist
6436cynnig6436	cynigia
6437cynnwys6437	cynhwyso
6438cerdded6438	cerddem
6439ffili6439	ffilwch
6440rhwygo6440	rhwygent
6441cysgu6441	cysgai fo
6442terfynu6442	terfynent
6443croeshoelio6443	croeshoeliom
6444danfon6444	danfonwn ni
6445tacluso6445	taclus
6446bwrw6446	bwra
6447ymlacio6447	ymlacioch chi
6448dileu6448	dilewn ni
6449addysgu6449	addysgwch chi
6450croeshoelio6450	croeshoeliasant
6451lleihau6451	lleiasem
6452crynu6452	crynwn
6453hoelio6453	hoelion nhw
6454codi6454	codwn
6455pwyso6455	pwyswn
6456cyffwrdd6456	cyffyrddai fo
6457rhegi6457	rhegedig
6458gwlychu6458	gwlychwn
6459gwerthu6459	gwerthedig
6460prynu6460	prynodd
6461stopio6461	stopio
6462rhedeg6462	rheded
6463lleoli6463	lleolen nhw
6464sylwi6464	sylwch chi
6465niweidio6465	niweidioch chi
6466anafu6466	anafen nhw
6467defnyddio6467	defnyddia
6468gadael6468	gadawon nhw
6469cenhedlu6469	cenhedla i
6470lluddias6470	lluddiet ti
6471medru6471	medrodd o
6472cloi6472	clown
6473hudo6473	hudent
6474hofran6474	hofranwn i
6475iro6475	irwyd
6476terfynu6476	terfynasai
6477gorffen6477	gorffennais i
6478addysgu6478	addysgwn
6479braenu6479	braenu
6480darlunio6480	darluniwyf
6481anghofio6481	anghofiasent
6482hedfan6482	hedfana
6483gwylio6483	gwyliwyd
6484ysu6484	ysith o
6485rhwystro6485	rhwystrent
6486diolch6486	diolchwn i
6487gorchuddio6487	gorchuddiwn i
6488loncian6488	lonciasent
6489edliw6489	edliwiasant
6490rhuthro6490	rhuthraswn
6491codi6491	codai
